"id","fdc_id","nutrient_id","amount","data_points","derivation_id","min","max","median","footnote","min_year_acquired"
"2247435","328556","1004","33.1","1","1","","","","",""
"2247436","328556","1007","3.52","1","1","","","","",""
"2247437","328557","1253","100","1","1","","","","",""
"2247438","328558","1167","0.06","1","1","","","","",""
"2247439","328566","1317","0.002","1","1","","","","",""
"2247440","328566","1277","0.064","1","1","","","","",""
"2247441","328566","1265","8.29","1","1","","","","",""
"2247442","328566","1315","6.91","1","1","","","","",""
"2247443","328566","1266","3.56","1","1","","","","",""
"2247444","328566","1264","2.89","1","1","","","","",""
"2247445","328566","1316","0.912","1","1","","","","",""
"2247446","328566","1263","0.898","1","1","","","","",""
"2247447","328566","1304","0.892","1","1","","","","",""
"2247448","328566","1262","0.785","1","1","","","","",""
"2247449","328566","1259","0.65","1","1","","","","",""
"2247450","328566","1260","0.533","1","1","","","","",""
"2247451","328566","1314","0.387","1","1","","","","",""
"2247452","328566","1261","0.334","1","1","","","","",""
"2247453","328566","1299","0.317","1","1","","","","",""
"2247454","328566","1306","0.258","1","1","","","","",""
"2247455","328566","1300","0.189","1","1","","","","",""
"2247456","328566","1311","0.16","1","1","","","","",""
"2247457","328566","1404","0.1","1","1","","","","",""
"2247458","328566","1303","0.099","1","1","","","","",""
"2247459","328566","1323","0.06","1","1","","","","",""
"2247460","328566","1271","0.054","1","1","","","","",""
"2247461","328566","1267","0.047","1","1","","","","",""
"2247462","328566","1406","0.039","1","1","","","","",""
"2247463","328566","1273","0.017","1","1","","","","",""
"2247464","328566","1280","0.016","1","1","","","","",""
"2247465","328566","1411","0.011","1","1","","","","",""
"2247466","328566","1301","0.008","1","1","","","","",""
"2247467","328566","1278","0.008","1","1","","","","",""
"2247468","328566","1313","0.007","1","1","","","","",""
"2247469","328566","1276","0.006","1","1","","","","",""
"2247470","328566","1409","0.004","1","1","","","","",""
"2247471","328566","1321","0.004","1","1","","","","",""
"2247472","328566","1405","0.002","1","1","","","","",""
"2247473","328566","1334","0.002","1","1","","","","",""
"2247474","328566","1312","0.001","1","1","","","","",""
"2247475","328566","1272","0.001","1","1","","","","",""
"2247476","328566","1335","0","1","1","","","","",""
"2247477","328566","1333","0","1","1","","","","",""
"2247478","328566","1414","0","1","1","","","","",""
"2247479","328566","1305","0","1","1","","","","",""
"2247480","328571","1105","397","1","1","","","","",""
"2247481","328572","1087","667","1","1","","","","",""
"2247482","328572","1089","0.14","1","1","","","","",""
"2247483","328572","1090","24.9","1","1","","","","",""
"2247484","328572","1091","438","1","1","","","","",""
"2247485","328572","1092","75","1","1","","","","",""
"2247486","328572","1093","630","1","1","","","","",""
"2247487","328572","1095","3.77","1","1","","","","",""
"2247488","328572","1098","0.032","1","1","","","","",""
"2247489","328572","1101","0.017","1","1","","","","",""
"2247490","328573","1167","0.022","1","1","","","","",""
"2247491","328574","1170","0.35","1","1","","","","",""
"2247492","328575","1166","0.48","1","1","","","","",""
"2247493","328576","1103","35.1","1","1","","","","",""
"2247494","328578","1165","0.03","1","1","","","","",""
"2247495","328579","1175","0.077","1","1","","","","",""
"2247496","328580","1277","0.07","1","1","","","","",""
"2247497","328580","1265","9.56","1","1","","","","",""
"2247498","328580","1278","0.011","1","1","","","","",""
"2247499","328580","1280","0.02","1","1","","","","",""
"2247500","328580","1272","0.003","1","1","","","","",""
"2247501","328580","1273","0.016","1","1","","","","",""
"2247502","328580","1299","0.341","1","1","","","","",""
"2247503","328580","1305","0","1","1","","","","",""
"2247504","328580","1276","0","1","1","","","","",""
"2247505","328580","1300","0.203","1","1","","","","",""
"2247506","328580","1313","0.007","1","1","","","","",""
"2247507","328580","1301","0.008","1","1","","","","",""
"2247508","328580","1304","0.82","1","1","","","","",""
"2247509","328580","1314","0.482","1","1","","","","",""
"2247510","328580","1315","6.52","1","1","","","","",""
"2247511","328580","1306","0.238","1","1","","","","",""
"2247512","328580","1311","0.179","1","1","","","","",""
"2247513","328580","1316","0.698","1","1","","","","",""
"2247514","328580","1312","0.002","1","1","","","","",""
"2247515","328580","1317","0.001","1","1","","","","",""
"2247516","328580","1321","0.003","1","1","","","","",""
"2247517","328580","1323","0.07","1","1","","","","",""
"2247518","328580","1334","0.003","1","1","","","","",""
"2247519","328580","1335","0","1","1","","","","",""
"2247520","328580","1333","0","1","1","","","","",""
"2247521","328580","1406","0.037","1","1","","","","",""
"2247522","328580","1404","0.108","1","1","","","","",""
"2247523","328580","1405","0.001","1","1","","","","",""
"2247524","328580","1409","0","1","1","","","","",""
"2247525","328580","1411","0.008","1","1","","","","",""
"2247526","328580","1259","0.63","1","1","","","","",""
"2247527","328580","1303","0.114","1","1","","","","",""
"2247528","328580","1414","0","1","1","","","","",""
"2247529","328580","1260","0.525","1","1","","","","",""
"2247530","328580","1261","0.33","1","1","","","","",""
"2247531","328580","1262","0.809","1","1","","","","",""
"2247532","328580","1263","0.946","1","1","","","","",""
"2247533","328580","1266","3","1","1","","","","",""
"2247534","328580","1264","3.18","1","1","","","","",""
"2247535","328580","1267","0.045","1","1","","","","",""
"2247536","328580","1271","0.053","1","1","","","","",""
"2247537","328581","1007","3.45","1","1","","","","",""
"2247538","328581","1051","36.9","1","1","","","","",""
"2247539","328581","1002","3.65","1","1","","","","",""
"2247540","328581","1004","34.7","1","1","","","","",""
"2247541","328582","1178","1.3","1","1","","","","",""
"2247542","328583","1253","104","1","1","","","","",""
"2247543","328584","1183","10","1","1","","","","",""
"2247544","328584","1185","2.2","1","1","","","","",""
"2247545","328584","1184","0","1","1","","","","",""
"2247546","328592","1087","747","1","1","","","","",""
"2247547","328592","1098","0.037","1","1","","","","",""
"2247548","328592","1089","0.13","1","1","","","","",""
"2247549","328592","1090","29.1","1","1","","","","",""
"2247550","328592","1101","0.021","1","1","","","","",""
"2247551","328592","1091","486","1","1","","","","",""
"2247552","328592","1092","89","1","1","","","","",""
"2247553","328592","1093","699","1","1","","","","",""
"2247554","328592","1095","3.65","1","1","","","","",""
"2247555","328593","1317","0.002","1","1","","","","",""
"2247556","328593","1277","0.067","1","1","","","","",""
"2247557","328593","1280","0.02","1","1","","","","",""
"2247558","328593","1273","0.019","1","1","","","","",""
"2247559","328593","1278","0.01","1","1","","","","",""
"2247560","328593","1411","0.01","1","1","","","","",""
"2247561","328593","1301","0.009","1","1","","","","",""
"2247562","328593","1313","0.008","1","1","","","","",""
"2247563","328593","1276","0.007","1","1","","","","",""
"2247564","328593","1321","0.005","1","1","","","","",""
"2247565","328593","1409","0.004","1","1","","","","",""
"2247566","328593","1334","0.003","1","1","","","","",""
"2247567","328593","1405","0.002","1","1","","","","",""
"2247568","328593","1312","0.002","1","1","","","","",""
"2247569","328593","1272","0.002","1","1","","","","",""
"2247570","328593","1335","0","1","1","","","","",""
"2247571","328593","1333","0","1","1","","","","",""
"2247572","328593","1414","0","1","1","","","","",""
"2247573","328593","1305","0","1","1","","","","",""
"2247574","328593","1265","9.46","1","1","","","","",""
"2247575","328593","1315","6.82","1","1","","","","",""
"2247576","328593","1266","3.38","1","1","","","","",""
"2247577","328593","1264","3.38","1","1","","","","",""
"2247578","328593","1263","1.05","1","1","","","","",""
"2247579","328593","1262","0.898","1","1","","","","",""
"2247580","328593","1316","0.813","1","1","","","","",""
"2247581","328593","1304","0.789","1","1","","","","",""
"2247582","328593","1259","0.678","1","1","","","","",""
"2247583","328593","1260","0.583","1","1","","","","",""
"2247584","328593","1314","0.456","1","1","","","","",""
"2247585","328593","1261","0.371","1","1","","","","",""
"2247586","328593","1299","0.362","1","1","","","","",""
"2247587","328593","1306","0.233","1","1","","","","",""
"2247588","328593","1300","0.211","1","1","","","","",""
"2247589","328593","1311","0.159","1","1","","","","",""
"2247590","328593","1404","0.123","1","1","","","","",""
"2247591","328593","1303","0.108","1","1","","","","",""
"2247592","328593","1323","0.068","1","1","","","","",""
"2247593","328593","1271","0.051","1","1","","","","",""
"2247594","328593","1267","0.049","1","1","","","","",""
"2247595","328593","1406","0.036","1","1","","","","",""
"2247596","328599","1317","0.002","1","1","","","","",""
"2247597","328599","1277","0.066","1","1","","","","",""
"2247598","328599","1265","8.82","1","1","","","","",""
"2247599","328599","1315","6.7","1","1","","","","",""
"2247600","328599","1266","3.3","1","1","","","","",""
"2247601","328599","1264","3.14","1","1","","","","",""
"2247602","328599","1263","0.97","1","1","","","","",""
"2247603","328599","1304","0.844","1","1","","","","",""
"2247604","328599","1262","0.836","1","1","","","","",""
"2247605","328599","1316","0.827","1","1","","","","",""
"2247606","328599","1259","0.632","1","1","","","","",""
"2247607","328599","1260","0.541","1","1","","","","",""
"2247608","328599","1314","0.426","1","1","","","","",""
"2247609","328599","1261","0.345","1","1","","","","",""
"2247610","328599","1299","0.339","1","1","","","","",""
"2247611","328599","1306","0.25","1","1","","","","",""
"2247612","328599","1300","0.198","1","1","","","","",""
"2247613","328599","1311","0.159","1","1","","","","",""
"2247614","328599","1404","0.119","1","1","","","","",""
"2247615","328599","1303","0.103","1","1","","","","",""
"2247616","328599","1323","0.062","1","1","","","","",""
"2247617","328599","1271","0.051","1","1","","","","",""
"2247618","328599","1267","0.048","1","1","","","","",""
"2247619","328599","1406","0.036","1","1","","","","",""
"2247620","328599","1280","0.019","1","1","","","","",""
"2247621","328599","1273","0.018","1","1","","","","",""
"2247622","328599","1278","0.01","1","1","","","","",""
"2247623","328599","1411","0.01","1","1","","","","",""
"2247624","328599","1313","0.008","1","1","","","","",""
"2247625","328599","1301","0.008","1","1","","","","",""
"2247626","328599","1276","0.007","1","1","","","","",""
"2247627","328599","1409","0.004","1","1","","","","",""
"2247628","328599","1321","0.004","1","1","","","","",""
"2247629","328599","1334","0.002","1","1","","","","",""
"2247630","328599","1272","0.002","1","1","","","","",""
"2247631","328599","1405","0.001","1","1","","","","",""
"2247632","328599","1312","0.001","1","1","","","","",""
"2247633","328599","1335","0","1","1","","","","",""
"2247634","328599","1333","0","1","1","","","","",""
"2247635","328599","1414","0","1","1","","","","",""
"2247636","328599","1305","0","1","1","","","","",""
"2247637","328600","1051","36.9","1","1","","","","",""
"2247638","328600","1004","34.2","1","1","","","","",""
"2247639","328600","1007","3.77","1","1","","","","",""
"2247640","328600","1002","3.64","1","1","","","","",""
"2247641","328608","1087","712","1","1","","","","",""
"2247642","328608","1089","0.16","1","1","","","","",""
"2247643","328608","1090","25.2","1","1","","","","",""
"2247644","328608","1091","482","1","1","","","","",""
"2247645","328608","1092","79","1","1","","","","",""
"2247646","328608","1093","685","1","1","","","","",""
"2247647","328608","1095","3.96","1","1","","","","",""
"2247648","328608","1098","0.038","1","1","","","","",""
"2247649","328608","1101","0.021","1","1","","","","",""
"2247650","328609","1167","0.04","1","1","","","","",""
"2247651","328610","1170","0.38","1","1","","","","",""
"2247652","328611","1166","0.56","1","1","","","","",""
"2247653","328612","1103","30.8","1","1","","","","",""
"2247654","328614","1165","0.02","1","1","","","","",""
"2247655","328615","1175","0.075","1","1","","","","",""
"2247656","328616","1277","0.068","1","1","","","","",""
"2247657","328616","1278","0.011","1","1","","","","",""
"2247658","328616","1265","9.23","1","1","","","","",""
"2247659","328616","1272","0.003","1","1","","","","",""
"2247660","328616","1273","0.016","1","1","","","","",""
"2247661","328616","1280","0.019","1","1","","","","",""
"2247662","328616","1299","0.333","1","1","","","","",""
"2247663","328616","1300","0.196","1","1","","","","",""
"2247664","328616","1276","0","1","1","","","","",""
"2247665","328616","1305","0","1","1","","","","",""
"2247666","328616","1313","0.006","1","1","","","","",""
"2247667","328616","1301","0.01","1","1","","","","",""
"2247668","328616","1304","0.753","1","1","","","","",""
"2247669","328616","1314","0.473","1","1","","","","",""
"2247670","328616","1315","6.48","1","1","","","","",""
"2247671","328616","1306","0.217","1","1","","","","",""
"2247672","328616","1316","0.582","1","1","","","","",""
"2247673","328616","1311","0.182","1","1","","","","",""
"2247674","328616","1312","0.002","1","1","","","","",""
"2247675","328616","1317","0.004","1","1","","","","",""
"2247676","328616","1321","0.003","1","1","","","","",""
"2247677","328616","1323","0.065","1","1","","","","",""
"2247678","328616","1335","0","1","1","","","","",""
"2247679","328616","1333","0","1","1","","","","",""
"2247680","328616","1334","0.005","1","1","","","","",""
"2247681","328616","1406","0.03","1","1","","","","",""
"2247682","328616","1404","0.1","1","1","","","","",""
"2247683","328616","1405","0.002","1","1","","","","",""
"2247684","328616","1303","0.111","1","1","","","","",""
"2247685","328616","1409","0","1","1","","","","",""
"2247686","328616","1411","0.007","1","1","","","","",""
"2247687","328616","1259","0.629","1","1","","","","",""
"2247688","328616","1414","0","1","1","","","","",""
"2247689","328616","1260","0.529","1","1","","","","",""
"2247690","328616","1261","0.336","1","1","","","","",""
"2247691","328616","1262","0.802","1","1","","","","",""
"2247692","328616","1266","3.05","1","1","","","","",""
"2247693","328616","1267","0.048","1","1","","","","",""
"2247694","328616","1263","0.934","1","1","","","","",""
"2247695","328616","1264","3.18","1","1","","","","",""
"2247696","328616","1271","0.045","1","1","","","","",""
"2247697","328617","1051","36","1","1","","","","",""
"2247698","328617","1002","3.86","1","1","","","","",""
"2247699","328617","1004","34","1","1","","","","",""
"2247700","328617","1007","3.66","1","1","","","","",""
"2247701","328618","1178","0.7","1","1","","","","",""
"2247702","328619","1253","101","1","1","","","","",""
"2247703","328624","1087","689","1","1","","","","",""
"2247704","328624","1089","0.1","1","1","","","","",""
"2247705","328624","1090","26.7","1","1","","","","",""
"2247706","328624","1091","457","1","1","","","","",""
"2247707","328624","1092","77","1","1","","","","",""
"2247708","328624","1093","732","1","1","","","","",""
"2247709","328624","1095","3.53","1","1","","","","",""
"2247710","328624","1098","0.027","1","1","","","","",""
"2247711","328624","1101","0.026","1","1","","","","",""
"2247712","328625","1167","0.07","1","1","","","","",""
"2247713","328626","1170","0.35","1","1","","","","",""
"2247714","328627","1166","0.51","1","1","","","","",""
"2247715","328628","1103","28.2","1","1","","","","",""
"2247716","328630","1165","0.03","1","1","","","","",""
"2247717","328631","1175","0.076","1","1","","","","",""
"2247718","328632","1272","0","1","1","","","","",""
"2247719","328632","1265","8.55","1","1","","","","",""
"2247720","328632","1278","0.009","1","1","","","","",""
"2247721","328632","1280","0.016","1","1","","","","",""
"2247722","328632","1273","0.016","1","1","","","","",""
"2247723","328632","1299","0.301","1","1","","","","",""
"2247724","328632","1300","0.189","1","1","","","","",""
"2247725","328632","1304","0.871","1","1","","","","",""
"2247726","328632","1305","0","1","1","","","","",""
"2247727","328632","1276","0","1","1","","","","",""
"2247728","328632","1277","0.068","1","1","","","","",""
"2247729","328632","1312","0","1","1","","","","",""
"2247730","328632","1313","0.008","1","1","","","","",""
"2247731","328632","1301","0.009","1","1","","","","",""
"2247732","328632","1306","0.212","1","1","","","","",""
"2247733","328632","1314","0.38","1","1","","","","",""
"2247734","328632","1315","6.9","1","1","","","","",""
"2247735","328632","1311","0.167","1","1","","","","",""
"2247736","328632","1316","0.873","1","1","","","","",""
"2247737","328632","1317","0","1","1","","","","",""
"2247738","328632","1321","0.004","1","1","","","","",""
"2247739","328632","1323","0.057","1","1","","","","",""
"2247740","328632","1333","0","1","1","","","","",""
"2247741","328632","1334","0.002","1","1","","","","",""
"2247742","328632","1335","0","1","1","","","","",""
"2247743","328632","1405","0","1","1","","","","",""
"2247744","328632","1406","0.041","1","1","","","","",""
"2247745","328632","1404","0.104","1","1","","","","",""
"2247746","328632","1409","0.003","1","1","","","","",""
"2247747","328632","1411","0.009","1","1","","","","",""
"2247748","328632","1260","0.539","1","1","","","","",""
"2247749","328632","1303","0.099","1","1","","","","",""
"2247750","328632","1414","0","1","1","","","","",""
"2247751","328632","1261","0.335","1","1","","","","",""
"2247752","328632","1262","0.826","1","1","","","","",""
"2247753","328632","1266","3.78","1","1","","","","",""
"2247754","328632","1259","0.64","1","1","","","","",""
"2247755","328632","1263","0.931","1","1","","","","",""
"2247756","328632","1264","2.96","1","1","","","","",""
"2247757","328632","1267","0.053","1","1","","","","",""
"2247758","328632","1271","0.058","1","1","","","","",""
"2247759","328633","1051","37.8","1","1","","","","",""
"2247760","328633","1002","3.63","1","1","","","","",""
"2247761","328633","1004","33.6","1","1","","","","",""
"2247762","328633","1007","3.84","1","1","","","","",""
"2247763","328634","1178","1.7","1","1","","","","",""
"2247764","328635","1253","99","1","1","","","","",""
"2247765","328636","1183","8.8","1","1","","","","",""
"2247766","328636","1185","2.6","1","1","","","","",""
"2247767","328636","1184","0","1","1","","","","",""
"2247873","328643","1089","0.12","1","1","","","","",""
"2247874","328643","1090","8.4","1","1","","","","",""
"2247875","328643","1092","112","1","1","","","","",""
"2247876","328643","1098","0.037","1","1","","","","",""
"2247877","328643","1087","120","1","1","","","","",""
"2247878","328643","1091","144","1","1","","","","",""
"2247879","328643","1095","0.36","1","1","","","","",""
"2247880","328643","1101","0.015","1","1","","","","",""
"2247881","328643","1093","270","1","1","","","","",""
"2247882","328644","1259","0.037","1","1","","","","",""
"2247883","328644","1260","0.031","1","1","","","","",""
"2247884","328644","1261","0.019","1","1","","","","",""
"2247885","328644","1262","0.057","1","1","","","","",""
"2247886","328644","1335","0","1","1","","","","",""
"2247887","328644","1263","0.058","1","1","","","","",""
"2247888","328644","1264","0.187","1","1","","","","",""
"2247889","328644","1299","0.02","1","1","","","","",""
"2247890","328644","1333","0","1","1","","","","",""
"2247891","328644","1265","0.545","1","1","","","","",""
"2247892","328644","1303","0.005","1","1","","","","",""
"2247893","328644","1314","0.027","1","1","","","","",""
"2247894","328644","1300","0.01","1","1","","","","",""
"2247895","328644","1323","0.004","1","1","","","","",""
"2247896","328644","1266","0.18","1","1","","","","",""
"2247897","328644","1304","0.049","1","1","","","","",""
"2247898","328644","1315","0.382","1","1","","","","",""
"2247899","328644","1306","0.013","1","1","","","","",""
"2247900","328644","1316","0.041","1","1","","","","",""
"2247901","328644","1267","0.003","1","1","","","","",""
"2247902","328644","1409","0","1","1","","","","",""
"2247903","328644","1321","0","1","1","","","","",""
"2247904","328644","1404","0.007","1","1","","","","",""
"2247905","328644","1311","0.01","1","1","","","","",""
"2247906","328644","1276","0","1","1","","","","",""
"2247907","328644","1313","0","1","1","","","","",""
"2247908","328644","1414","0","1","1","","","","",""
"2247909","328644","1273","0","1","1","","","","",""
"2247910","328644","1406","0.002","1","1","","","","",""
"2247911","328644","1305","0","1","1","","","","",""
"2247912","328644","1317","0","1","1","","","","",""
"2247913","328644","1405","0","1","1","","","","",""
"2247914","328644","1271","0.002","1","1","","","","",""
"2247915","328644","1334","0","1","1","","","","",""
"2247916","328644","1301","0","1","1","","","","",""
"2247917","328644","1278","0","1","1","","","","",""
"2247918","328644","1312","0","1","1","","","","",""
"2247919","328644","1411","0","1","1","","","","",""
"2247920","328644","1280","0","1","1","","","","",""
"2247921","328644","1272","0","1","1","","","","",""
"2247922","328644","1277","0.003","1","1","","","","",""
"2247923","328645","1002","1.42","1","1","","","","",""
"2247924","328645","1007","1.24","1","1","","","","",""
"2247925","328645","1004","1.87","1","1","","","","",""
"2247926","328645","1051","81.9","1","1","","","","",""
"2247927","328649","1089","0.17","1","1","","","","",""
"2247928","328649","1090","9.1","1","1","","","","",""
"2247929","328649","1092","136","1","1","","","","",""
"2247930","328649","1098","0.044","1","1","","","","",""
"2247931","328649","1087","123","1","1","","","","",""
"2247932","328649","1091","141","1","1","","","","",""
"2247933","328649","1095","0.39","1","1","","","","",""
"2247934","328649","1101","0.015","1","1","","","","",""
"2247935","328649","1093","276","1","1","","","","",""
"2247936","328650","1261","0.02","1","1","","","","",""
"2247937","328650","1262","0.05","1","1","","","","",""
"2247938","328650","1335","0","1","1","","","","",""
"2247939","328650","1263","0.056","1","1","","","","",""
"2247940","328650","1264","0.187","1","1","","","","",""
"2247941","328650","1299","0.02","1","1","","","","",""
"2247942","328650","1333","0","1","1","","","","",""
"2247943","328650","1265","0.536","1","1","","","","",""
"2247944","328650","1303","0.005","1","1","","","","",""
"2247945","328650","1314","0.026","1","1","","","","",""
"2247946","328650","1300","0.01","1","1","","","","",""
"2247947","328650","1323","0.003","1","1","","","","",""
"2247948","328650","1266","0.183","1","1","","","","",""
"2247949","328650","1304","0.045","1","1","","","","",""
"2247950","328650","1315","0.378","1","1","","","","",""
"2247951","328650","1306","0.014","1","1","","","","",""
"2247952","328650","1316","0.04","1","1","","","","",""
"2247953","328650","1267","0.002","1","1","","","","",""
"2247954","328650","1409","0","1","1","","","","",""
"2247955","328650","1321","0","1","1","","","","",""
"2247956","328650","1404","0.007","1","1","","","","",""
"2247957","328650","1311","0.01","1","1","","","","",""
"2247958","328650","1276","0","1","1","","","","",""
"2247959","328650","1313","0","1","1","","","","",""
"2247960","328650","1414","0","1","1","","","","",""
"2247961","328650","1273","0.001","1","1","","","","",""
"2247962","328650","1406","0.003","1","1","","","","",""
"2247963","328650","1305","0","1","1","","","","",""
"2247964","328650","1317","0","1","1","","","","",""
"2247965","328650","1405","0","1","1","","","","",""
"2247966","328650","1271","0.002","1","1","","","","",""
"2247967","328650","1334","0","1","1","","","","",""
"2247968","328650","1301","0","1","1","","","","",""
"2247969","328650","1278","0.001","1","1","","","","",""
"2247970","328650","1312","0","1","1","","","","",""
"2247971","328650","1411","0","1","1","","","","",""
"2247972","328650","1280","0.001","1","1","","","","",""
"2247973","328650","1272","0","1","1","","","","",""
"2247974","328650","1277","0.003","1","1","","","","",""
"2247975","328650","1259","0.036","1","1","","","","",""
"2247976","328650","1260","0.032","1","1","","","","",""
"2247977","328651","1002","1.34","1","1","","","","",""
"2247978","328651","1007","1.29","1","1","","","","",""
"2247979","328651","1004","2.2","1","1","","","","",""
"2247980","328651","1051","81.8","1","1","","","","",""
"2247981","328657","1089","0.1","1","1","","","","",""
"2247982","328657","1090","8.3","1","1","","","","",""
"2247983","328657","1092","108","1","1","","","","",""
"2247984","328657","1098","0.025","1","1","","","","",""
"2247985","328657","1087","76","1","1","","","","",""
"2247986","328657","1091","132","1","1","","","","",""
"2247987","328657","1095","0.68","1","1","","","","",""
"2247988","328657","1101","0.015","1","1","","","","",""
"2247989","328657","1093","351","1","1","","","","",""
"2247990","328658","1261","0.023","1","1","","","","",""
"2247991","328658","1262","0.062","1","1","","","","",""
"2247992","328658","1335","0","1","1","","","","",""
"2247993","328658","1259","0.048","1","1","","","","",""
"2247994","328658","1333","0","1","1","","","","",""
"2247995","328658","1265","0.594","1","1","","","","",""
"2247996","328658","1303","0.006","1","1","","","","",""
"2247997","328658","1314","0.024","1","1","","","","",""
"2247998","328658","1300","0.012","1","1","","","","",""
"2247999","328658","1323","0.003","1","1","","","","",""
"2248000","328658","1266","0.258","1","1","","","","",""
"2248001","328658","1304","0.05","1","1","","","","",""
"2248002","328658","1315","0.434","1","1","","","","",""
"2248003","328658","1277","0.003","1","1","","","","",""
"2248004","328658","1306","0.012","1","1","","","","",""
"2248005","328658","1316","0.054","1","1","","","","",""
"2248006","328658","1267","0.003","1","1","","","","",""
"2248007","328658","1409","0","1","1","","","","",""
"2248008","328658","1321","0","1","1","","","","",""
"2248009","328658","1404","0.007","1","1","","","","",""
"2248010","328658","1311","0.009","1","1","","","","",""
"2248011","328658","1276","0","1","1","","","","",""
"2248012","328658","1313","0","1","1","","","","",""
"2248013","328658","1414","0","1","1","","","","",""
"2248014","328658","1273","0","1","1","","","","",""
"2248015","328658","1406","0.002","1","1","","","","",""
"2248016","328658","1305","0","1","1","","","","",""
"2248017","328658","1317","0","1","1","","","","",""
"2248018","328658","1405","0","1","1","","","","",""
"2248019","328658","1271","0.004","1","1","","","","",""
"2248020","328658","1334","0","1","1","","","","",""
"2248021","328658","1301","0","1","1","","","","",""
"2248022","328658","1278","0","1","1","","","","",""
"2248023","328658","1312","0","1","1","","","","",""
"2248024","328658","1411","0","1","1","","","","",""
"2248025","328658","1280","0","1","1","","","","",""
"2248026","328658","1272","0","1","1","","","","",""
"2248027","328658","1264","0.21","1","1","","","","",""
"2248028","328658","1260","0.036","1","1","","","","",""
"2248029","328658","1263","0.063","1","1","","","","",""
"2248030","328658","1299","0.022","1","1","","","","",""
"2248031","328659","1051","80.9","1","1","","","","",""
"2248032","328659","1002","1.9","1","1","","","","",""
"2248033","328659","1007","1.31","1","1","","","","",""
"2248034","328659","1004","2.5","1","1","","","","",""
"2248035","328665","1105","62","1","1","","","","",""
"2248036","328666","1253","12","1","1","","","","",""
"2248037","328667","1177","13","1","1","","","","",""
"2248038","328668","1089","0.13","1","1","","","","",""
"2248039","328668","1090","8","1","1","","","","",""
"2248040","328668","1092","101","1","1","","","","",""
"2248041","328668","1098","0.025","1","1","","","","",""
"2248042","328668","1087","76","1","1","","","","",""
"2248043","328668","1091","134","1","1","","","","",""
"2248044","328668","1095","0.99","1","1","","","","",""
"2248045","328668","1101","0.015","1","1","","","","",""
"2248046","328668","1093","360","1","1","","","","",""
"2248047","328669","1167","0.06","1","1","","","","",""
"2248048","328670","1166","0.24","1","1","","","","",""
"2248049","328671","1103","19.7","1","1","","","","",""
"2248050","328672","1011","0","1","1","","","","",""
"2248051","328672","1013","3.23","1","1","","","","",""
"2248052","328672","1075","0.16","1","1","","","","",""
"2248053","328672","1012","0","1","1","","","","",""
"2248054","328672","1010","0","1","1","","","","",""
"2248055","328672","1014","0","1","1","","","","",""
"2248056","328673","1165","0.02","1","1","","","","",""
"2248057","328674","1175","0.056","1","1","","","","",""
"2248058","328675","1259","0.04","1","1","","","","",""
"2248059","328675","1260","0.037","1","1","","","","",""
"2248060","328675","1261","0.023","1","1","","","","",""
"2248061","328675","1262","0.057","1","1","","","","",""
"2248062","328675","1335","0","1","1","","","","",""
"2248063","328675","1263","0.062","1","1","","","","",""
"2248064","328675","1264","0.202","1","1","","","","",""
"2248065","328675","1299","0.021","1","1","","","","",""
"2248066","328675","1333","0","1","1","","","","",""
"2248067","328675","1265","0.58","1","1","","","","",""
"2248068","328675","1303","0.005","1","1","","","","",""
"2248069","328675","1314","0.022","1","1","","","","",""
"2248070","328675","1300","0.011","1","1","","","","",""
"2248071","328675","1323","0","1","1","","","","",""
"2248072","328675","1266","0.263","1","1","","","","",""
"2248073","328675","1304","0.056","1","1","","","","",""
"2248074","328675","1315","0.445","1","1","","","","",""
"2248075","328675","1306","0.014","1","1","","","","",""
"2248076","328675","1316","0.054","1","1","","","","",""
"2248077","328675","1267","0.003","1","1","","","","",""
"2248078","328675","1409","0","1","1","","","","",""
"2248079","328675","1321","0","1","1","","","","",""
"2248080","328675","1404","0.007","1","1","","","","",""
"2248081","328675","1311","0.01","1","1","","","","",""
"2248082","328675","1276","0","1","1","","","","",""
"2248083","328675","1313","0","1","1","","","","",""
"2248084","328675","1414","0","1","1","","","","",""
"2248085","328675","1273","0.001","1","1","","","","",""
"2248086","328675","1406","0.003","1","1","","","","",""
"2248087","328675","1305","0","1","1","","","","",""
"2248088","328675","1317","0","1","1","","","","",""
"2248089","328675","1405","0","1","1","","","","",""
"2248090","328675","1271","0.003","1","1","","","","",""
"2248091","328675","1334","0","1","1","","","","",""
"2248092","328675","1301","0.001","1","1","","","","",""
"2248093","328675","1278","0","1","1","","","","",""
"2248094","328675","1312","0","1","1","","","","",""
"2248095","328675","1411","0","1","1","","","","",""
"2248096","328675","1280","0.001","1","1","","","","",""
"2248097","328675","1277","0.004","1","1","","","","",""
"2248098","328675","1272","0","1","1","","","","",""
"2248099","328676","1170","0.47","1","1","","","","",""
"2248100","328677","1002","1.97","1","1","","","","",""
"2248101","328677","1007","1.1","1","1","","","","",""
"2248102","328677","1004","2.27","1","1","","","","",""
"2248103","328677","1051","81","1","1","","","","",""
"2248104","328678","1178","0.48","1","1","","","","",""
"2248105","328684","1175","0.059","1","1","","","","",""
"2248106","328685","1259","0.038","1","1","","","","",""
"2248107","328685","1260","0.032","1","1","","","","",""
"2248108","328685","1261","0.02","1","1","","","","",""
"2248109","328685","1262","0.053","1","1","","","","",""
